source,source_id,zone_key,name,brand,latitude,longitude,address,city,state,postcode,country,phone,website,categories,osm_stars,osm_tourism,osm_luxury,osm_building,brand_tier,tier_num,tier_label,classification_method,matched_db_id,matched_db_name,match_score,match_distance_m,client_brand_hint,classification
geoapify,51dedd24d233545dc05924eaca61778c4040f00102f90161060825000000009203304361706520526579204361726c736261642042656163682c20612048696c746f6e205265736f727420616e6420537061,ca_san_diego,"Cape Rey Carlsbad Beach, a Hilton Resort and Spa",Hilton Hotels & Resorts,33.0973932,-117.3156629,"Cape Rey Carlsbad Beach, a Hilton Resort and Spa",Carlsbad,California,92011,United States,+1-760-602-0800,https://www.caperey.com/,"accommodation,accommodation.hotel,internet_access,internet_access.free",,hotel,,,tier4_upscale,4,Upscale,name_brand,1550,"Cape Rey Carlsbad Beach, a Hilton Resort and Spa",100.0,0.0,False,PROSPECT
geoapify,51a34a0be24d525dc0590a9d9c9bb68c4040f00102f901871e9237000000009203295061726b20487961747420417669617261205265736f72742c20476f6c6620436c7562202620537061,ca_san_diego,"Park Hyatt Aviara Resort, Golf Club & Spa",Park Hyatt,33.0993228,-117.2860036,"Park Hyatt Aviara Resort, Golf Club & Spa",Carlsbad,California,92011,United States,+1 760-448-1234,https://aviara.park.hyatt.com/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier1_ultra_luxury,1,Ultra Luxury,name_brand,1551,"Park Hyatt Aviara Resort, Golf Club & Spa",100.0,0.0,False,PROSPECT
geoapify,51676bd84a43445dc059b03405d1ff834040f00103f901b80365880100000092031352616e63686f204265726e6172646f20496e6e,ca_san_diego,Rancho Bernardo Inn,Preferred Hotels & Resorts,33.0312444,-117.0666072,Rancho Bernardo Inn,San Diego,California,92128,United States,+1 855 574 5356,https://www.ranchobernardoinn.com/,"accommodation,accommodation.hotel,internet_access,internet_access.free",,hotel,,,tier1_ultra_luxury,1,Ultra Luxury,brand_field,1552,Rancho Bernardo Inn,100.0,0.0,False,PROSPECT
geoapify,5121107b0a57505dc059b9b31ab13b7d4040f00101f901b0225b000000000092031848696c746f6e2053616e20446965676f2f44656c204d6172,ca_san_diego,Hilton San Diego/Del Mar,Hilton,32.9783841,-117.2553126,Hilton San Diego/Del Mar,Del Mar,California,92014,United States,,https://www.hilton.com/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier4_upscale,4,Upscale,name_brand,1553,Hilton San Diego/Del Mar,100.0,0.0,False,PROSPECT
geoapify,519eda745fe94a5dc0593c9b3b99245b4040f00102f9014725980100000000920325456d6261737379205375697465732053616e20446965676f2042617920446f776e746f776e,ca_san_diego,Embassy Suites San Diego Bay Downtown,Embassy Suites,32.7120544,-117.1704939,Embassy Suites San Diego Bay Downtown,San Diego,California,92101,United States,,https://www.hilton.com/en/hotels/sandnes-embassy-suites-san-diego-bay-downtown/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1554,Embassy Suites San Diego Bay Downtown,100.0,0.0,False,PROSPECT
geoapify,519e23e24fac4c5dc0596e664bf5095d4040f00102f901b427d901000000009203195368657261746f6e2053616e20446965676f205265736f7274,ca_san_diego,Sheraton San Diego Resort,Sheraton,32.7268664,-117.1980171,Sheraton San Diego Resort,San Diego,California,92101,United States,+1 619 291 2900,https://www.marriott.com/en-us/hotels/sansi-sheraton-san-diego-resort/overview/,"accommodation,accommodation.hotel,building,building.accommodation,internet_access",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1555,Sheraton San Diego Resort,100.0,0.0,False,PROSPECT
geoapify,511d4e7d73254a5dc059acbcf2aed55a4040f00102f901c4f2ef010000000092032e4d617267617269746176696c6c6520486f74656c2053616e20446965676f204761736c616d702051756172746572,ca_san_diego,Margaritaville Hotel San Diego Gaslamp Quarter,,32.7096461,-117.1585358,Margaritaville Hotel San Diego Gaslamp Quarter,San Diego,California,92101,United States,+1-619-819-9500,https://www.margaritavilleresorts.com/margaritaville-hotel-san-diego,"accommodation,accommodation.hotel,building,building.accommodation,internet_access,wheelchair,wheelchair.limited",,hotel,,hotel,tier4_upscale,4,Upscale,name_brand,1556,Margaritaville Hotel San Diego Gaslamp Quarter,100.0,0.0,False,PROSPECT
geoapify,513e9ec519554d5dc059e4a877a1ef6f4040f00102f901e4132f030000000092030e456d626173737920537569746573,ca_san_diego,Embassy Suites,Embassy Suites,32.8745005,-117.2083191,Embassy Suites,San Diego,California,92122,United States,+1 858-453-0400,https://www.hilton.com/en/hotels/sanljes-embassy-suites-san-diego-la-jolla/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1557,Embassy Suites,100.0,0.0,False,PROSPECT
geoapify,51eab66a2a294b5dc0593013ce0df2734040f00102f9010b29c50700000000920321536f6e6573746120455320537569746573202d20536f7272656e746f204d657361,ca_san_diego,Sonesta ES Suites - Sorrento Mesa,Sonesta ES Suites,32.9058244,-117.1743876,Sonesta ES Suites - Sorrento Mesa,San Diego,California,92121,United States,+1 858-453-5343,https://www.sonesta.com/sonesta-es-suites/ca/san-diego/sonesta-es-suites-san-diego-sorrento-mesa,"accommodation,accommodation.hotel,building,building.accommodation,internet_access,internet_access.for_customers",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1558,Sonesta ES Suites - Sorrento Mesa,100.0,0.0,False,PROSPECT
geoapify,513ab462c8614f5dc0597242f96be8614040f00102f901a073411100000000920328487961747420526567656e6379204d697373696f6e204261792053706120616e64204d6172696e61,ca_san_diego,Hyatt Regency Mission Bay Spa and Marina,Hyatt,32.7649055,-117.2403432,Hyatt Regency Mission Bay Spa and Marina,San Diego,California,92109,United States,+1 619-224-1234,https://missionbay.regency.hyatt.com/en/hotel/home.html,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1559,Hyatt Regency Mission Bay Spa and Marina,100.0,0.0,False,PROSPECT
geoapify,51fcd7717b3b4a5dc059d101bd0fac5b4040f00102f9019cde981500000000920335416c6d612053616e20446965676f2c2061205472696275746520506f7274666f6c696f20486f74656c206279204d617272696f7474,ca_san_diego,"Alma San Diego, a Tribute Portfolio Hotel by Marriott",Tribute Portfolio,32.7161884,-117.1598805,"Alma San Diego, a Tribute Portfolio Hotel by Marriott",San Diego,California,92101,United States,+1-619-515-3000,https://www.stayalma.com,"accommodation,accommodation.hotel,building,building.accommodation,internet_access,internet_access.free,wheelchair,wheelchair.limited",3,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1560,"Alma San Diego, a Tribute Portfolio Hotel by Marriott",100.0,0.0,False,PROSPECT
geoapify,512ccaa5d85f4d5dc059d66ef0c9d45c4040f00102f90175355a1b0000000092032648696c746f6e2053616e20446965676f20416972706f72742f486172626f722049736c616e64,ca_san_diego,Hilton San Diego Airport/Harbor Island,Hilton,32.7252438,-117.208975,Hilton San Diego Airport/Harbor Island,San Diego,California,92101,United States,+1-619-291-6700,http://www.hiltonsandiegoairport.com/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1561,Hilton San Diego Airport/Harbor Island,100.0,0.0,False,PROSPECT
geoapify,5143fe99417c585dc059b9f36dbbd0984040f00103f90172729223000000009203125468652053656162697264205265736f7274,ca_san_diego,The Seabird Resort,Destination by Hyatt,33.19387,-117.382584,The Seabird Resort,Oceanside,California,92054,United States,+1-855-413-7573,https://theseabirdresort.com/?src=corp_lclb_gmb_seo_sando,"accommodation,accommodation.hotel,internet_access,internet_access.free",,hotel,,,tier3_upper_upscale,3,Upper Upscale,brand_field,1562,The Seabird Resort,100.0,0.0,False,PROSPECT
geoapify,51a8796719744a5dc0591c7cc43d715b4040f00102f901c6cecd240000000092031a5468652057657374696e204761736c616d702051756172746572,ca_san_diego,The Westin Gaslamp Quarter,Westin,32.7143933,-117.1633361,The Westin Gaslamp Quarter,San Diego,California,92101,United States,+ 1 619 239 2200,https://www.marriott.com/hotels/travel/sanwi-the-westin-san-diego-gaslamp-quarter/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1563,The Westin Gaslamp Quarter,100.0,0.0,False,PROSPECT
geoapify,518443cac2514e5dc0591567361ddc5b4040f00102f901e43f19290000000092031748756d7068726579732048616c66204d6f6f6e20496e6e,ca_san_diego,Humphreys Half Moon Inn,,32.7176549,-117.2237403,Humphreys Half Moon Inn,San Diego,California,92106,United States,+1-619-224-3411,https://www.halfmooninn.com,"accommodation,accommodation.hotel,internet_access",,hotel,,,tier1_ultra_luxury,1,Ultra Luxury,name_brand,1564,Humphreys Half Moon Inn,100.0,0.0,False,PROSPECT
geoapify,517df412229e4c5dc0597e87307818784040f00102f90172d67a3300000000920316466169726d6f6e74204772616e642044656c204d6172,ca_san_diego,Fairmont Grand Del Mar,Fairmont,32.9382468,-117.1971517,Fairmont Grand Del Mar,San Diego,California,92130,United States,,https://www.fairmont.com/san-diego/,"accommodation,accommodation.hotel",,hotel,,,tier2_luxury,2,Luxury,name_brand,1565,Fairmont Grand Del Mar,100.0,0.0,False,PROSPECT
geoapify,5106474072d2535dc059fccfba9b828a4040f00102f90152e2003700000000920318416c696c61204d61726561204265616368205265736f7274,ca_san_diego,Alila Marea Beach Resort,Alila,33.0821109,-117.3097196,Alila Marea Beach Resort,Encinitas,California,92024,United States,+1 760 452 3500,https://www.alilahotels.com/marea-beach-resort-encinitas,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier1_ultra_luxury,1,Ultra Luxury,name_brand,1566,Alila Marea Beach Resort,100.0,0.0,False,PROSPECT
geoapify,51972a01ba374a5dc059fc0766dad95a4040f00102f9013252bd370000000092030650656e647279,ca_san_diego,Pendry,,32.7097734,-117.1596513,Pendry,San Diego,California,92101,United States,,https://www.pendry.com/san-diego/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1567,Pendry,100.0,0.0,False,PROSPECT
geoapify,514f037cde07515dc059267f06dfc58b4040f00102f901cf16fd4d0000000092031a4f6d6e69204c6120436f737461205265736f7274202620537061,ca_san_diego,Omni La Costa Resort & Spa,,33.0919761,-117.2661053,Omni La Costa Resort & Spa,Carlsbad,California,92009,United States,,https://www.omnihotels.com/hotels/san-diego-la-costa,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1568,Omni La Costa Resort & Spa,100.0,0.0,False,PROSPECT
geoapify,51cf0f5654ce4b5dc05925e4bc9e54614040f00101f901b4385e000000000092032743726f776e6520506c617a612053616e20446965676f202d204d697373696f6e2056616c6c6579,ca_san_diego,Crowne Plaza San Diego - Mission Valley,Crowne Plaza,32.7603949,-117.1844683,Crowne Plaza San Diego - Mission Valley,San Diego,California,92108,United States,,https://www.ihg.com/crowneplaza/hotels/us/en/san-diego/sancp/hoteldetail,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1569,Crowne Plaza San Diego - Mission Valley,100.0,0.0,False,PROSPECT
geoapify,51f0a7f690d14e5dc059fefaf5f35c6f4040f00101f901b2e95c00000000009203175368657261746f6e204c61204a6f6c6c6120486f74656c,ca_san_diego,Sheraton La Jolla Hotel,Sheraton,32.8700242,-117.2315409,Sheraton La Jolla Hotel,San Diego,California,92161,United States,,https://www.marriott.com/hotels/travel/sanjs-sheraton-la-jolla-hotel,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1570,Sheraton La Jolla Hotel,100.0,0.0,False,PROSPECT
geoapify,5192fd64898c4a5dc059f8ec2235a35a4040f00102f901d386e1010000000092032353616e20446965676f204d617272696f7474204d6172717569732026204d6172696e61,ca_san_diego,San Diego Marriott Marquis & Marina,Marriott,32.7081057,-117.1648277,San Diego Marriott Marquis & Marina,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation,internet_access",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1571,San Diego Marriott Marquis & Marina,100.0,0.0,False,PROSPECT
geoapify,51265a9b52424a5dc05935e20dbe8b624040f00102f901be8de60100000000920335446f75626c65547265652062792048696c746f6e20486f74656c2053616e20446965676f202d204d697373696f6e2056616c6c6579,ca_san_diego,DoubleTree by Hilton Hotel San Diego - Mission Valley,DoubleTree,32.7698896,-117.160298,DoubleTree by Hilton Hotel San Diego - Mission Valley,San Diego,California,92108,United States,,https://www.hilton.com/en/hotels/sdgo-dt-doubletree-san-diego-mission-valley/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier4_upscale,4,Upscale,name_brand,1572,DoubleTree by Hilton Hotel San Diego - Mission Valley,100.0,0.0,False,PROSPECT
geoapify,51029efe6a224f5dc0599a15bdf2c5774040f00102f901039eb30300000000920328446f75626c65547265652062792048696c746f6e2053616e20446965676f202d2044656c204d6172,ca_san_diego,DoubleTree by Hilton San Diego - Del Mar,DoubleTree,32.9357284,-117.2364757,DoubleTree by Hilton San Diego - Del Mar,San Diego,California,92130,United States,,http://www.doubletreesandiegodelmar.com/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1573,DoubleTree by Hilton San Diego - Del Mar,100.0,0.0,False,PROSPECT
geoapify,5116a7283c224a5dc05992c9bda9fe594040f00102f9011100e7070000000092031548696c746f6e2042617966726f6e7420486f74656c,ca_san_diego,Hilton Bayfront Hotel,Hilton,32.7030842,-117.1583395,Hilton Bayfront Hotel,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation,wheelchair,wheelchair.yes",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1574,Hilton Bayfront Hotel,100.0,0.0,False,PROSPECT
geoapify,51ce314ed6504b5dc05933a1bbc312614040f00102f9012fb4980a00000000920314446f75626c65547265652062792048696c746f6e,ca_san_diego,DoubleTree by Hilton,DoubleTree,32.7583851,-117.1768089,DoubleTree by Hilton,San Diego,California,92108,United States,,https://www.hilton.com/en/hotels/sancldt-doubletree-san-diego-hotel-circle/,"accommodation,accommodation.hotel,building,building.accommodation,internet_access",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1575,DoubleTree by Hilton,100.0,0.0,False,PROSPECT
geoapify,51c8b612edfe4a5dc0598cf416aeb35b4040f00102f901931aba1700000000920316496e746572436f6e74696e656e74616c20486f74656c,ca_san_diego,InterContinental Hotel,InterContinental,32.7164209,-117.1718095,InterContinental Hotel,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1576,InterContinental Hotel,100.0,0.0,False,PROSPECT
geoapify,5136c0b0f0ff495dc059dcd23f16fd5a4040f00102f901d0d25a1b0000000092030c486f74656c20496e6469676f,ca_san_diego,Hotel Indigo,Hotel Indigo,32.7108486,-117.1562463,Hotel Indigo,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1577,Hotel Indigo,100.0,0.0,False,PROSPECT
geoapify,51a9ef923a344a5dc0592efa07d5975a4040f00102f90187cfba1d000000009203194861726420526f636b20486f74656c2053616e20446965676f,ca_san_diego,Hard Rock Hotel San Diego,Hard Rock Hotel,32.7077586,-117.1594378,Hard Rock Hotel San Diego,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1578,Hard Rock Hotel San Diego,100.0,0.0,False,PROSPECT
geoapify,51df02a31b76485dc059a60eb8976a4a4040f00102f901b386c220000000009203335069657220536f757468205265736f72742c204175746f677261706820436f6c6c656374696f6e206279204d617272696f7474,ca_san_diego,"Pier South Resort, Autograph Collection by Marriott",,32.581378,-117.1322087,"Pier South Resort, Autograph Collection by Marriott",Imperial Beach,California,91932,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1579,"Pier South Resort, Autograph Collection by Marriott",100.0,0.0,False,PROSPECT
geoapify,5163c21168924c5dc05997b7291895604040f00102f901dbd6b5210000000092031f436f736d6f706f6c6974616e20486f74656c20262052657374617572616e74,ca_san_diego,Cosmopolitan Hotel & Restaurant,,32.75455,-117.1964359,Cosmopolitan Hotel & Restaurant,San Diego,California,92110,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier2_luxury,2,Luxury,name_brand,1580,Cosmopolitan Hotel & Restaurant,100.0,0.0,False,PROSPECT
geoapify,5162b5bd46af4a5dc059c9c46b47a75b4040f00102f90112134824000000009203145468652057657374696e2053616e20446965676f,ca_san_diego,The Westin San Diego,Westin,32.7160425,-117.166948,The Westin San Diego,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1581,The Westin San Diego,100.0,0.0,False,PROSPECT
geoapify,51a2ad32b7444a5dc059d6f4c46db45c4040f00102f90101e01127000000009203104e65772050616c61636520486f74656c,ca_san_diego,New Palace Hotel,,32.7242562,-117.1604441,New Palace Hotel,San Diego,California,92101,United States,+1-619-235-2323,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1582,New Palace Hotel,100.0,0.0,False,PROSPECT
geoapify,5154ec1fc1064a5dc059c825444eba614040f00102f9016fa37d370000000092031f48696c746f6e2053616e20446965676f204d697373696f6e2056616c6c6579,ca_san_diego,Hilton San Diego Mission Valley,Hilton,32.7634981,-117.1566623,Hilton San Diego Mission Valley,San Diego,California,92108,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1583,Hilton San Diego Mission Valley,100.0,0.0,False,PROSPECT
geoapify,513ec96aa4964e5dc05906d42b04de5c4040f00102f90137ec093900000000920334546865204d6f6e736172617a2053616e20446965676f20546170657374727920436f6c6c656374696f6e2062792048696c746f6e,ca_san_diego,The Monsaraz San Diego Tapestry Collection by Hilton,Hilton,32.7255254,-117.2279445,The Monsaraz San Diego Tapestry Collection by Hilton,San Diego,California,92106,United States,+1 619 790 5700,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1584,The Monsaraz San Diego Tapestry Collection by Hilton,100.0,0.0,False,PROSPECT
geoapify,510af4a41da7465dc05982e5816767504040f00102f901dd3cb54d0000000092031c4761796c6f72642050616369666963205265736f727420486f74656c,ca_san_diego,Gaylord Pacific Resort Hotel,Gaylord,32.6281556,-117.1039499,Gaylord Pacific Resort Hotel,Chula Vista,California,91910,United States,,https://www.marriott.com/en-us/hotels/sange-gaylord-pacific-resort-and-convention-center/,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,hotel,tier3_upper_upscale,3,Upper Upscale,name_brand,1585,Gaylord Pacific Resort Hotel,100.0,0.0,False,PROSPECT
geoapify,51c2ba2ddf294a5dc059202c6b95605b4040f00102f90178f3ef010000000092030f414e64415a2053616e20446965676f,ca_san_diego,ANdAZ San Diego,ANdAZ,32.713885,-117.1588057,ANdAZ San Diego,San Diego,California,92101,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier3_upper_upscale,3,Upper Upscale,name_brand,1586,ANdAZ San Diego,100.0,0.0,False,PROSPECT
geoapify,517ed30506da535dc059dba6e265f2904040f00103f901ade98523000000009203205368657261746f6e204361726c73626164205265736f727420616e6420537061,ca_san_diego,Sheraton Carlsbad Resort and Spa,,33.1323974,-117.3101821,Sheraton Carlsbad Resort and Spa,Carlsbad,California,92008,United States,,,"accommodation,accommodation.hotel",,hotel,,,tier3_upper_upscale,3,Upper Upscale,name_brand,1587,Sheraton Carlsbad Resort and Spa,100.0,0.0,False,PROSPECT
geoapify,512742ea76f6535dc0592def6fcadc904040f00103f901104f87230000000092031648696c746f6e204d61724272697361205265736f7274,ca_san_diego,Hilton MarBrisa Resort,Hilton,33.131738,-117.311918,Hilton MarBrisa Resort,Carlsbad,California,92008,United States,,,"accommodation,accommodation.hotel,internet_access,internet_access.for_customers",,hotel,,,tier4_upscale,4,Upscale,name_brand,1588,Hilton MarBrisa Resort,100.0,0.0,False,PROSPECT
geoapify,51f48fbe49d3445dc0597d1c5a5eb97e4040f00103f9017d628f2300000000920311536f6e6573746120455320537569746573,ca_san_diego,Sonesta ES Suites,Sonesta ES Suites,32.990032,-117.075396,Sonesta ES Suites,San Diego,California,92128,United States,,,"accommodation,accommodation.hotel",,hotel,,,tier4_upscale,4,Upscale,name_brand,1589,Sonesta ES Suites,100.0,0.0,False,PROSPECT
geoapify,512916a4e29a4f5dc05946a51de76c734040f00102f9019ac6c5240000000092031c48696c746f6e204c61204a6f6c6c6120546f727265792050696e6573,ca_san_diego,Hilton La Jolla Torrey Pines,,32.9017609,-117.2438284,Hilton La Jolla Torrey Pines,San Diego,California,92093,United States,,,"accommodation,accommodation.hotel,building,building.accommodation",,hotel,,yes,tier4_upscale,4,Upscale,name_brand,1590,Hilton La Jolla Torrey Pines,100.0,0.0,False,PROSPECT
