source,source_id,zone_key,name,brand,latitude,longitude,address,city,state,postcode,country,phone,website,stars_osm
geoapify,519a92510a5f0854c059421b19def6c73940f00102f9010eb3b3160000000092031a436f6e677265737320486f74656c20536f757468204265616368,south_florida,Congress Hotel South Beach,,25.7811107,-80.1308008,Congress Hotel South Beach,Miami,Florida,33139,United States,+1 305-534-6820,https://www.congresshotelsouthbeach.com/,
geoapify,51a0f0e605630854c0598030730faec73940f00102f90115b3b3160000000092031c486f74656c20427265616b776174657220536f757468204265616368,south_florida,Hotel Breakwater South Beach,,25.7799997,-80.1310439,Hotel Breakwater South Beach,Miami,Florida,33139,United States,+1-305-532-2362,http://breakwaterhotelsouthbeach.com/,
geoapify,519ca784edc51154c059e74eb659abbd3940f00101f901e2b18e000000000092032142696c746d6f726520486f74656c204d69616d6920436f72616c204761626c6573,south_florida,Biltmore Hotel Miami Coral Gables,,25.7408959,-80.2777056,Biltmore Hotel Miami Coral Gables,Coral Gables,Florida,33134,United States,+18559693080,https://www.biltmorehotel.com/,
geoapify,51302ea4f1250854c059a841ebdb93cc3940f00102f9010ecd5705000000009203133120486f74656c20536f757468204265616368,south_florida,1 Hotel South Beach,,25.7991312,-80.1273159,1 Hotel South Beach,Miami Beach,Florida,33139,United States,+1 305-604-1000,https://www.1hotels.com/south-beach,
geoapify,518cc4b308cb0754c05991b93d02c9d13940f00102f9015b7610080000000092031b4564656e20526f63205265736f7274204d69616d69204265616368,south_florida,Eden Roc Resort Miami Beach,,25.8194734,-80.1217672,Eden Roc Resort Miami Beach,Miami Beach,Florida,33140,United States,+1-888-238-0167,https://www.edenrochotelmiami.com/,
geoapify,519061ae3ab70754c059684a3f9c76f13940f00102f901350b290c000000009203205472756d7020496e7465726e6174696f6e616c204265616368205265736f7274,south_florida,Trump International Beach Resort,Trump,25.9432161,-80.1205584,Trump International Beach Resort,Sunny Isles Beach,Florida,33160,United States,+1-855-736-9909,https://www.trumpmiami.com/,
geoapify,51974ec2c9460854c0591c6ec9ff89ca3940f00102f901f1c5620c0000000092031d546865205269747a2d4361726c746f6e2c20536f757468204265616368,south_florida,"The Ritz-Carlton, South Beach",The Ritz-Carlton,25.7911682,-80.1293206,"The Ritz-Carlton, South Beach",Miami Beach,Florida,33139,United States,+1-786-276-4000,https://www.ritzcarlton.com/en/hotels/miami/south-beach,
geoapify,51e4f967616a0854c059463de75773c83940f00102f9011c21390f0000000092030a546865204d61726c696e,south_florida,The Marlin,,25.78301,-80.1314929,The Marlin,Miami Beach,Florida,33139,United States,+1 305 695 3000,https://www.themarlinhotel.com,
geoapify,5150b6c930630854c0596e43e3282fc93940f00102f901743f390f000000009203124e617373617520537569746520486f74656c,south_florida,Nassau Suite Hotel,,25.7858759,-80.1310541,Nassau Suite Hotel,Miami Beach,Florida,33139,United States,+1 305-532-0043,https://nassausuite.com/,
geoapify,511aa8b2c97b0854c059cc0e0d74edc53940f00102f901a135ae0f000000009203115468652042616c666f757220486f74656c,south_florida,The Balfour Hotel,,25.7731545,-80.1325554,The Balfour Hotel,Miami Beach,Florida,33139,United States,+1-305-538-1055,https://www.thebalfourmiamibeach.com,
geoapify,51cda2e705410854c059508f9c9031cb3940f00102f9017c19b60f0000000092030b5468652052616c65696768,south_florida,The Raleigh,,25.7937251,-80.1289687,The Raleigh,Miami Beach,Florida,33139,United States,+1 305-534-6300,https://raleighhotel.com/,
geoapify,518e4abee3430854c059a976339de7ca3940f00102f9017f19b60f0000000092030f534c5320536f757468204265616368,south_florida,SLS South Beach,SLS Hotels & Residences,25.7925967,-80.1291437,SLS South Beach,Miami Beach,Florida,33139,United States,+1-305-674-1701,https://slshotels.com/south-beach/,
geoapify,51bade552cea0754c059ba367c7198cf3940f00102f901236ba6160000000092030d486f74656c2043726f79646f6e,south_florida,Hotel Croydon,South Beach Group Hotels,25.8109199,-80.1236678,Hotel Croydon,Miami Beach,Florida,33140,United States,+1-305-938-1145,http://www.hotelcroydonmiamibeach.com,
geoapify,51c8ce6c12570854c0591c944abc97c83940f00102f901e77db3160000000092030c4c65736c696520486f74656c,south_florida,Leslie Hotel,,25.7835653,-80.1303145,Leslie Hotel,Miami Beach,Florida,33139,United States,+1 786-476-2645,https://www.lesliehotel.com/,
geoapify,517cbfce80730854c0597f13853584c63940f00102f901f77db3160000000092030c5468652042617262697a6f6e,south_florida,The Barbizon,,25.7754549,-80.1320498,The Barbizon,Miami,Florida,33139,United States,+1-786-558-0220,http://www.floridasouthbeachrentals.com/,
geoapify,510d41846b560854c059561e852fa7c83940f00102f901f87db3160000000092030b546865204361726c796c65,south_florida,The Carlyle,,25.7838011,-80.1302747,The Carlyle,Miami Beach,Florida,33139,United States,+1 305-531-3238,https://www.carlyleoceandrive.com/,
geoapify,518609ddac520854c059f3f4b8b30ac93940f00102f901027eb316000000009203164575726f73746172732057696e74657220486176656e,south_florida,Eurostars Winter Haven,Eurostars,25.7853196,-80.1300461,Eurostars Winter Haven,Miami Beach,Florida,33139,United States,+1 305-531-5571,https://www.eurostarshotels.co.uk/eurostars-winter-haven.html,
geoapify,51ca9f5ba74e0854c059d28ede0f2ecb3940f00102f9013386b71600000000920317546865205265646275727920536f757468204265616368,south_florida,The Redbury South Beach,,25.7936716,-80.1298006,The Redbury South Beach,Miami Beach,Florida,33139,United States,+1-305-604-1776,https://theredbury.com/southbeach/,
geoapify,51080764a4341254c05970dc865c04cf3940f00102f901c7920b1900000000920317536c65657020496e6e204d69616d6920416972706f7274,south_florida,Sleep Inn Miami Airport,Sleep Inn,25.8086603,-80.284463,Sleep Inn Miami Airport,Miami Springs,Florida,33166,United States,+1 305-871-7553,https://www.choicehotels.com/florida/miami-springs/sleep-inn-hotels/fl817,
geoapify,51aeb6241d471254c059c4fb3a2009cf3940f00102f901ce920b190000000092033442657374205765737465726e20506c7573204d69616d6920416972706f7274204e6f72746820486f74656c202620537569746573,south_florida,Best Western Plus Miami Airport North Hotel & Suites,Best Western Plus,25.808733,-80.2855904,Best Western Plus Miami Airport North Hotel & Suites,Miami,Florida,33166,United States,+1 786-515-1880,https://www.bestwestern.com/en_US/book/miami/hotel-rooms/best-western-plus-miami-airport-north-hotel-suites/propertyCode.10388.html,
geoapify,519f52b713aa0754c0591a5b889686da3940f00102f901c537f1190000000092031854686520436172696c6c6f6e20486f74656c202620537061,south_florida,The Carillon Hotel & Spa,,25.8536162,-80.1197557,The Carillon Hotel & Spa,Miami Beach,Florida,33141,United States,+1-833-237-1259,https://www.carillonhotel.com/en/,
geoapify,511c8db419160854c0591eca1c7bf6cd3940f00102f901a3c2f5190000000092030e4672656568616e64204d69616d69,south_florida,Freehand Miami,,25.8045422,-80.1263489,Freehand Miami,Miami Beach,Florida,33140,United States,+1-305-531-2727,https://freehandhotels.com/miami/,
geoapify,51aa28dbe5890854c059435e8fbcbdc63940f00102f901f559f6190000000092033a74686520676f6f6474696d6520686f74656c2c204d69616d692042656163682c2061205472696275746520506f7274666f6c696f20486f74656c,south_florida,"the goodtime hotel, Miami Beach, a Tribute Portfolio Hotel",,25.7763327,-80.1334166,"the goodtime hotel, Miami Beach, a Tribute Portfolio Hotel",Miami Beach,Florida,33139,United States,+1-786-687-0234,https://www.marriott.com/en-us/hotels/miasx-the-goodtime-hotel-miami-beach-a-tribute-portfolio-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
geoapify,51e45e059df50754c059ccf9af6d9bce3940f00102f90169b6f8190000000092030f47656e657261746f72204d69616d69,south_florida,Generator Miami,,25.8070592,-80.1243661,Generator Miami,Miami Beach,Florida,33140,United States,+1-786-496-5730,https://staygenerator.com/,
geoapify,5178d2d9aeba0754c0597aea0c5e4fd83940f00102f901a7cef8190000000092030c4c6f6d626172647920496e6e,south_florida,Lombardy Inn,,25.8449611,-80.1207692,Lombardy Inn,Miami Beach,Florida,33141,United States,+1-305-866-5424,https://hotelscompany.net/business/lombardy-inn-hotel-04zos3,
geoapify,51e2ba1cb4240854c059d1c0d2a92bcc3940f00102f901566efd190000000092030d5720536f757468204265616368,south_florida,W South Beach,W Hotels,25.7975413,-80.1272402,W South Beach,Miami Beach,Florida,33139,United States,+13059383000,https://www.marriott.com/en-us/hotels/miaws-w-south-beach/overview/,
geoapify,51d7332f7adb0754c059a0c3bafce2cf3940f00102f9012bc1fe190000000092031b436164696c6c616320486f74656c202620426561636820436c7562,south_florida,Cadillac Hotel & Beach Club,,25.8120573,-80.1227708,Cadillac Hotel & Beach Club,Miami Beach,Florida,33140,United States,+1 305-538-3373,https://www.marriott.com/en-us/hotels/miakc-cadillac-hotel-and-beach-club-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
geoapify,5166ba5d54ab0754c0594ad4ab894fd93940f00102f901c2a4a41a00000000920328436875726368696c6c20537569746573204d6f6e7465204361726c6f204d69616d69204265616368,south_florida,Churchill Suites Monte Carlo Miami Beach,,25.8488699,-80.1198321,Churchill Suites Monte Carlo Miami Beach,Miami Beach,Florida,33141,United States,+13056613775,https://miamivacations.com/monte-carlo-miami-beach/,
geoapify,510c0f7d8acf0754c0593aa4b8ff6dd13940f00102f901ef51a51a00000000920319466f6e7461696e65626c656175204d69616d69204265616368,south_florida,Fontainebleau Miami Beach,Fontainebleau Resorts,25.8180847,-80.1220423,Fontainebleau Miami Beach,Miami Beach,Florida,33140,United States,+1-800-548-8886,https://www.fontainebleau.com/miamibeach/wellness/lapis-spa/,
geoapify,518b161436db0754c0599207b11067fc3940f00102f901a2c6ed1a00000000920318426561636877616c6b20486f74656c2026205265736f7274,south_florida,Beachwalk Hotel & Resort,,25.9859477,-80.1227546,Beachwalk Hotel & Resort,Hallandale Beach,Florida,33009,United States,+1 954-266-0147,https://www.beachwalkresortfl.com/,
geoapify,51cea449fc3f0c54c059b760d0e110c63940f00102f901ca77e31b000000009203124575726f7374617273204c616e67666f7264,south_florida,Eurostars Langford,Eurostars,25.7736951,-80.1914054,Eurostars Langford,Miami,Florida,33131,United States,+1 305-420-2200,https://www.eurostarshotels.com/eurostars-langford.html,
geoapify,51fe2d5b413e0854c0593013fc1f60cb3940f00102f901e79138230000000092031c4e617574696c757320536f6e65737461204d69616d69204265616368,south_florida,Nautilus Sonesta Miami Beach,Sonesta Hotels And Resorts,25.7944355,-80.1287998,Nautilus Sonesta Miami Beach,Miami Beach,Florida,33139,United States,+1 305 503 5700,https://www.sonesta.com/nautilus-sonesta-miami-beach,
geoapify,5158c83a09630854c0599c9185e2d8c73940f00102f9015808082900000000920325436c6576656c616e64657220536f75746820426561636820486f74656c20616e6420426172,south_florida,Clevelander South Beach Hotel and Bar,,25.7806532,-80.1310447,Clevelander South Beach Hotel and Bar,Miami Beach,Florida,33139,United States,+1-305-532-4006,https://www.clevelander.com/,
geoapify,51b6e699e94f1854c059fcf9f79caa9e3940f00102f9015731973100000000920321576f6f64537072696e6720537569746573204d69616d6920536f75746877657374,south_florida,WoodSpring Suites Miami Southwest,WoodSpring Suites,25.6197909,-80.3798775,WoodSpring Suites Miami Southwest,Miami,Florida,33177,United States,+1 786-509-7373,https://www.woodspring.com/extended-stay-hotels/locations/florida/miami/woodspring-suites-miami-southwest,
geoapify,513c9ff7a1181054c059f2ab640b9ccc3940f00102f901e7a2e2310000000092031a5261646973736f6e20524544204d69616d6920416972706f7274,south_florida,Radisson RED Miami Airport,Radisson RED,25.7992561,-80.2515035,Radisson RED Miami Airport,Miami,Florida,33142,United States,+1 786-798-6369,https://www.choicehotels.com/florida/miami/radisson-red-hotels/flj13,
geoapify,51428de7d8660f54c0594e9a71862cba3940f00102f90178e7bf3600000000920321486f74656c20417279612c204257205072656d69657220436f6c6c656374696f6e,south_florida,"Hotel Arya, BW Premier Collection",,25.7272419,-80.2406523,"Hotel Arya, BW Premier Collection",Miami,Florida,33133,United States,+1-305-529-2828,https://www.hotelaryacg.com/,
geoapify,51de684721e41554c059e0e9622ea9af3940f00102f901a6276b380000000092031548696c746f6e204d69616d6920446164656c616e64,south_florida,Hilton Miami Dadeland,Hilton,25.6861752,-80.3420489,Hilton Miami Dadeland,Miami,Florida,33176,United States,+1-786-975-1920,https://www.hilton.com/en/hotels/miadahh-hilton-miami-dadeland/,
geoapify,5129f2d97a310c54c059e0167d934bc53940f00102f901f0c72e3b00000000920313487961747420526567656e6379204d69616d69,south_florida,Hyatt Regency Miami,Hyatt Regency,25.7706845,-80.19052,Hyatt Regency Miami,Miami,Florida,33131,United States,+1 305-358-1234,https://miami.regency.hyatt.com/,
geoapify,513e26529a4d0d54c059235948bd4cb13a40f00103f90166702f110200000092030a4c617a792050616c6d73,south_florida,Lazy Palms,,26.6925772,-80.2078615,Lazy Palms,Royal Palm Beach,Florida,33411,United States,+1-954-655-8485,http://www.Lazyvacationrentals.com,
geoapify,51de3d40f7650754c059b6a6dcd781053a40f00103f901fc227cf80200000092031d43617269626265616e205265736f727420427920546865204f6365616e,south_florida,Caribbean Resort By The Ocean,,26.0215125,-80.1155985,Caribbean Resort By The Ocean,Hollywood,Florida,33019,United States,+1-954-922-3761,https://www.caribbeanresortflorida.com/,
geoapify,51667b1f65440854c059ee6d419fc8ca3940f00102f9018619b60f0000000092031244656c616e6f20536f757468204265616368,south_florida,Delano South Beach,,25.7921238,-80.1291745,Delano South Beach,Miami Beach,Florida,33139,United States,,,
geoapify,515034fa9e460854c059b5802e6fb3ca3940f00102f9018719b60f000000009203084e6174696f6e616c,south_florida,National,National,25.7918005,-80.1293104,National,Miami Beach,Florida,33139,United States,,https://nationalhotel.com/,
geoapify,513809c848440854c059c2ddb7afa8ca3940f00102f9018819b60f0000000092031a536167616d6f726520486f74656c20536f757468204265616368,south_florida,Sagamore Hotel South Beach,,25.7916365,-80.1291677,Sagamore Hotel South Beach,Miami Beach,Florida,33139,United States,+1-305-535-8088,http://www.sagamorehotel.com/,
geoapify,518dab931e5d0854c059711f8afc44c83940f00102f9014cc6fb110000000092030c486f74656c20566963746f72,south_florida,Hotel Victor,,25.7823026,-80.1306836,Hotel Victor,Miami Beach,Florida,33139,United States,+1 305-779-8700,https://hotelvictorsouthbeach.com/,
geoapify,51201572e3530854c0597925eeabbcc83940f00102f901cf7db31600000000920319436172646f7a6f20486f74656c20536f757468204265616368,south_florida,Cardozo Hotel South Beach,,25.7841289,-80.1301201,Cardozo Hotel South Beach,Miami,Florida,33139,United States,+1 305-535-6500,https://www.cardozohotel.com/,
geoapify,51fa5f6f45510854c059b4094e1c2fc93940f00102f901d17db3160000000092030d50656e6775696e20486f74656c,south_florida,Penguin Hotel,,25.7858751,-80.1299604,Penguin Hotel,Miami,Florida,33139,United States,+1 305-531-5197,http://www.crescentsuites.com/,
geoapify,51ec397709520854c05994f4af3a17c93940f00102f901d27db316000000009203294d617272696f7474205661636174696f6e20436c75622050756c73652c20536f757468204265616368,south_florida,"Marriott Vacation Club Pulse, South Beach",Marriott Vacation Club,25.7855107,-80.1300071,"Marriott Vacation Club Pulse, South Beach",Miami,Florida,33139,United States,+1-786-517-6200,http://www.edgewatersouthbeach.com/,
geoapify,510456bc0c6b0854c0598245b39b19c73940f00102f901f57db3160000000092030e537461726c69746520486f74656c,south_florida,Starlite Hotel,,25.7777345,-80.1315338,Starlite Hotel,Miami,Florida,33139,United States,+1 305 534 2161,https://www.starlitehotel.com/,
geoapify,518f5ec187560854c05910f940db6ac93940f00102f901634bb7160000000092030d48656e726f736120486f74656c,south_florida,Henrosa Hotel,,25.7867867,-80.1302814,Henrosa Hotel,Miami,Florida,33139,United States,+17865830400,https://www.henrosahotel.com/,
geoapify,51ec3881056c0854c05981ee174108c73940f00102f901a98af6190000000092031054686520436f6c6f6e7920486f74656c,south_florida,The Colony Hotel,,25.7774697,-80.1315931,The Colony Hotel,Miami,Florida,33139,United States,+1-305-673-0088,https://colonymiami.com/,
geoapify,514e920c4cdf1154c05954ca97a542c83940f00101f901e45cf9000000000092032048696c746f6e204d69616d6920416972706f727420426c7565204c61676f6f6e,south_florida,Hilton Miami Airport Blue Lagoon,Hilton,25.782267,-80.279254,Hilton Miami Airport Blue Lagoon,Miami,Florida,33126,United States,+1 305-262-1000,https://www.hilton.com/en/hotels/miaahhh-hilton-miami-airport-blue-lagoon/,
geoapify,517e2a2a080f1554c059942c0e068dc83940f00101f901005af00000000000920312446f72616c20496e6e202620537569746573,south_florida,Doral Inn & Suites,,25.7834019,-80.3290425,Doral Inn & Suites,Doral,Florida,33191,United States,+1-305-629-8755,https://doralinnandsuites.net/,
geoapify,514e847b85d30654c059c1c3a9bef3203a40f00101f9010a3ce4000000000092032f4b696d70746f6e2053686f7265627265616b20466f7274204c617564657264616c65204265616368205265736f7274,south_florida,Kimpton Shorebreak Fort Lauderdale Beach Resort,Kimpton,26.1287193,-80.1066602,Kimpton Shorebreak Fort Lauderdale Beach Resort,Fort Lauderdale,Florida,33304,United States,+1-954-908-7301,https://shorebreakfortlauderdale.com/,
geoapify,51fa3fec51341554c0594a40a5f4f1e93940f00101f901c28fcd0000000000920311546f776e65506c61636520537569746573,south_florida,TownePlace Suites,TownePlace Suites,25.9138482,-80.3313184,TownePlace Suites,Miami Lakes,Florida,33016,United States,+1 305-512-9191,https://www.marriott.com/miats,
geoapify,514436ebe7e80754c059f85046d3d9db3940f00101f901938fcd000000000092031256696c6c61204279726f6e20537569746573,south_florida,Villa Byron Suites,,25.8587925,-80.1235904,Villa Byron Suites,Miami Beach,Florida,33141,United States,+1-305-763-8510,https://villabyronsuites.us/,
geoapify,513716862bd70754c05988622a2ad1dd3940f00101f901418fcd000000000092031a54686520446f6e6f76616e206174204d69616d69204265616368,south_florida,The Donovan at Miami Beach,,25.8664729,-80.1225079,The Donovan at Miami Beach,Miami Beach,Florida,33141,United States,+1-305-440-0737,http://thedonovanhotelmb.com/,
geoapify,5140b408ca151254c059cf6ad32de0ce3940f00101f901922ccd0000000000920330436c6172696f6e20496e6e202620537569746573204d69616d6920496e7465726e6174696f6e616c20416972706f7274,south_florida,Clarion Inn & Suites Miami International Airport,Clarion,25.8081082,-80.2825799,Clarion Inn & Suites Miami International Airport,Miami Springs,Florida,33166,United States,+1 305-921-4268,https://www.choicehotels.com/florida/miami-springs/clarion-hotels/fl818,
geoapify,5136410b1ad80754c059baceae145de13940f00101f901aeedc4000000000092032e5265736964656e636520496e6e206279204d617272696f7474204d69616d69204265616368205375726673696465,south_florida,Residence Inn by Marriott Miami Beach Surfside,Residence Inn,25.8803266,-80.1225648,Residence Inn by Marriott Miami Beach Surfside,Surfside,Florida,33154,United States,+1 305-514-3101,https://www.marriott.com/miaxb,
geoapify,51934739f9840b54c059242e4bb1a3333a40f00101f901c42fbe0000000000920309436f75727479617264,south_florida,Courtyard,Courtyard,26.2017165,-80.1799911,Courtyard,Fort Lauderdale,Florida,33309,United States,+1 954-772-7770,https://www.marriott.com/fllcp,
geoapify,515c098b13c50754c059ee71e2d869dc3940f00101f9011e9f9c0000000000920317536561736964652041706172746d656e7420486f74656c,south_florida,Seaside Apartment Hotel,South Beach Group Hotels,25.8609901,-80.1214036,Seaside Apartment Hotel,Miami Beach,Florida,33141,United States,+1-305-866-7033,http://www.seasidehotelmiamibeach.com,
geoapify,51c29e69942b0954c05920eaa275f91f3a40f00101f901a68581000000000092033148616d70746f6e20496e6e2046742e204c617564657264616c652f446f776e746f776e204c6173204f6c61732041726561,south_florida,Hampton Inn Ft. Lauderdale/Downtown Las Olas Area,Hampton,26.1249002,-80.1432849,Hampton Inn Ft. Lauderdale/Downtown Las Olas Area,Fort Lauderdale,Florida,33301,United States,+1-954-924-2700,https://www.hilton.com/en/hotels/flldnhx-hampton-ft-lauderdale-downtown-las-olas-area/,
geoapify,518010244ad61054c05960cb028c1dce3940f00101f9018fd66c000000000092031c52656420526f6f6620504c55532b204d69616d6920416972706f7274,south_florida,Red Roof PLUS+ Miami Airport,Red Roof Inn,25.8051384,-80.2630792,Red Roof PLUS+ Miami Airport,Miami,Florida,33142,United States,+1-937-328-1596,https://www.redroof.com/property/fl/miami/RRI255,
geoapify,51ffed195a690f54c059cc7e58ec8aba3940f00101f9019fca62000000000092031c4d61796661697220486f75736520486f74656c20262047617264656e,south_florida,Mayfair House Hotel & Garden,,25.7286823,-80.2408052,Mayfair House Hotel & Garden,Miami,Florida,33133,United States,+1-305-441-0000,https://www.mayfairhousemiami.com/,
geoapify,510a65a28d130a54c059f430dbdbd2173a40f00102f901afdb75060000000092032948616d70746f6e20496e6e20466f7274204c617564657264616c6520416972706f7274204e6f727468,south_florida,Hampton Inn Fort Lauderdale Airport North,Hampton,26.0930612,-80.1574434,Hampton Inn Fort Lauderdale Airport North,Fort Lauderdale,Florida,33315,United States,+1 954-524-9900,https://www.hilton.com/en/hotels/fllanhx-hampton-ft-lauderdale-airport-north-cruise-port/,
geoapify,511c11f92c180a54c059287f85a39a173a40f00102f901b0db75060000000092033042657374205765737465726e20466f7274204c617564657264616c6520416972706f72742f43727569736520506f7274,south_florida,Best Western Fort Lauderdale Airport/Cruise Port,Best Western,26.0922033,-80.1577256,Best Western Fort Lauderdale Airport/Cruise Port,Fort Lauderdale,Florida,33315,United States,+1 954-462-7005,https://www.bestwestern.com/en_US/book/hotels-in-fort-lauderdale/best-western-fort-lauderdale-airport-cruise-port/propertyCode.10272.html,
geoapify,51dc71f454360854c059d61f9732bacc3940f00102f90155d790060000000092031b54686520476174657320486f74656c20536f757468204265616368,south_florida,The Gates Hotel South Beach,,25.7997162,-80.1283162,The Gates Hotel South Beach,Miami Beach,Florida,33139,United States,+1 305-860-9444,https://www.gatessouthbeach.com/,
geoapify,5174f0c397a50754c0596648f689f2503a40f00102f9017d599206000000009203094c61205175696e7461,south_florida,La Quinta,La Quinta Inn & Suites,26.3162009,-80.119482,La Quinta,Deerfield Beach,Florida,33441,United States,+1 954-637-0458,https://www.wyndhamhotels.com/laquinta/deerfield-beach-florida/la-quinta-deerfield-beach-i-95/overview,
geoapify,518f9dce20881754c0592207411eb0173a40f00102f901c37d9b060000000092032148616d70746f6e20496e6e20576573746f6e2046742e204c617564657264616c65,south_florida,Hampton Inn Weston Ft. Lauderdale,Hampton,26.0925311,-80.3676836,Hampton Inn Weston Ft. Lauderdale,Weston,Florida,33326,United States,+1 954-659-1555,https://www.hilton.com/en/hotels/fllewhx-hampton-inn-weston-ft-lauderdale/,
geoapify,51a949f086340654c0591a20eeb9a7d63a40f00102f90118e97d070000000092031e48616d70746f6e20496e6e2050616c6d2042656163682047617264656e73,south_florida,Hampton Inn Palm Beach Gardens,Hampton,26.8384968,-80.096956,Hampton Inn Palm Beach Gardens,North Palm Beach,Florida,33410,United States,+1 561-625-8880,https://www.hilton.com/en/hotels/pbihhhx-hampton-palm-beach-gardens/,
geoapify,51aff908fad81054c059963e0cb842ce3940f00102f9017093f9080000000092031e48616d70746f6e20496e6e204d69616d6920416972706f72742045617374,south_florida,Hampton Inn Miami Airport East,Hampton,25.8057056,-80.2632432,Hampton Inn Miami Airport East,Miami,Florida,33142,United States,+1 786-801-3136,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-miami-airport-east-MIAAEHX/index.html,
geoapify,51962ad6fe750d54c059a01fad1a84c93940f00102f901c45d740900000000920311537072696e6748696c6c20537569746573,south_florida,SpringHill Suites,SpringHill Suites,25.787172,-80.2103269,SpringHill Suites,Miami,Florida,33136,United States,+1 305-575-5300,https://www.marriott.com/miahd,
geoapify,51f00acf3dca1054c059ca9241e8eac83940f00102f901df69900900000000920317436f75727479617264204d69616d6920416972706f7274,south_florida,Courtyard Miami Airport,Courtyard,25.7848344,-80.2623438,Courtyard Miami Airport,Miami,Florida,33126,United States,+1 305-642-8200,https://www.marriott.com/miacs,
geoapify,51c2031e60cf1054c05986cd1983981a3a40f00102f9012ac8a4090000000092032652656e61697373616e636520466f7274204c617564657264616c65205765737420486f74656c,south_florida,Renaissance Fort Lauderdale West Hotel,Renaissance,26.1038897,-80.2626572,Renaissance Fort Lauderdale West Hotel,Plantation,Florida,33324,United States,+1 954-472-2252,https://www.marriott.com/en-us/hotels/fllrp-renaissance-fort-lauderdale-west-hotel/overview/,
